Time :43.787595405756356[s], Pedestrian Nr. 10
Point-Nr.; Simplex best x-coor.; Simplex best y-coor.; Simplex 2best x-coor.; Simplex 2best y-coor.;Simplex worst x-coor.; Simplex worst y-coor.
3;8.133004489878203; 7.8293114406095;8.151857054513393; 8.083760783908922;8.53698666147184; 7.799500661291924
3;7.747874882919756; 8.113571563226497;8.133004489878203; 7.8293114406095;8.151857054513393; 8.083760783908922
3;7.747874882919756; 8.113571563226497;8.046148370456187; 8.02760114291346;8.133004489878203; 7.8293114406095
3;7.747874882919756; 8.113571563226497;8.015008058283087; 7.9499488968397385;8.046148370456187; 8.02760114291346
3;7.747874882919756; 8.113571563226497;7.963794920528804; 8.029680686473288;8.015008058283087; 7.9499488968397385
3;7.696661745165475; 8.193303352860045;7.747874882919756; 8.113571563226497;7.963794920528804; 8.029680686473288
4;8.747394240304414; 8.583475816858527;9.045162833199928; 8.83333333333333;8.838334939108922; 9.006882542982268
4;9.012165732038667; 8.111448639323253;8.747394240304414; 8.583475816858527;9.045162833199928; 8.83333333333333
4;8.714397139143156; 7.86159112284845;9.012165732038667; 8.111448639323253;8.747394240304414; 8.583475816858527
4;8.714397139143156; 7.86159112284845;8.805337837947663; 8.28499784897219;9.012165732038667; 8.111448639323253
4;8.255271001558896; 7.996986179084455;8.714397139143156; 7.86159112284845;8.805337837947663; 8.28499784897219
4;8.255271001558896; 7.996986179084455;8.645085954149344; 8.10714324996932;8.714397139143156; 7.86159112284845
4;7.921741155276049; 8.433011897883766;8.255271001558896; 7.996986179084455;8.645085954149344; 8.10714324996932
4;7.921741155276049; 8.433011897883766;8.255271001558896; 7.996986179084455;8.36679601628341; 8.161071144226716
4;7.810216140551535; 8.268926932741506;7.921741155276049; 8.433011897883766;8.255271001558896; 7.996986179084455
4;7.810216140551535; 8.268926932741506;7.921741155276049; 8.433011897883766;8.060624824736344; 8.173977797198546
5;8.643980293258913; 8.670250421682997;8.838334939108922; 9.006882542982268;8.584622967700726; 9.099226148651848
5;8.643980293258913; 8.670250421682997;8.897692264667109; 8.577906816013417;8.838334939108922; 9.006882542982268
5;8.635838958671187; 7.858470770580086;8.643980293258913; 8.670250421682997;8.897692264667109; 8.577906816013417
5;8.124344348560932; 7.637268156367792;8.635838958671187; 7.858470770580086;8.643980293258913; 8.670250421682997
5;8.124344348560932; 7.637268156367792;8.512035973437486; 8.209059942578468;8.635838958671187; 7.858470770580086
5;8.00054136332723; 7.987857328366175;8.124344348560932; 7.637268156367792;8.512035973437486; 8.209059942578468
5;8.00054136332723; 7.987857328366175;8.124344348560932; 7.637268156367792;8.287239414690784; 8.010811342472726
6;8.517124307554814; 8.716422224517785;8.584622967700726; 9.099226148651848;8.314628327117079; 9.099226148651848
6;8.517124307554814; 8.716422224517785;8.787118948138462; 8.716422224517785;8.584622967700726; 9.099226148651848
6;8.71962028799255; 8.333618300383723;8.517124307554814; 8.716422224517785;8.787118948138462; 8.716422224517785
6;8.280878997044123; 8.142216338316691;8.71962028799255; 8.333618300383723;8.517124307554814; 8.716422224517785
6;8.280878997044123; 8.142216338316691;8.48337497748186; 7.759412414182627;8.71962028799255; 8.333618300383723
6;8.280878997044123; 8.142216338316691;8.48337497748186; 7.759412414182627;8.55087363762777; 8.142216338316691
6;8.213380336898215; 7.759412414182627;8.280878997044123; 8.142216338316691;8.48337497748186; 7.759412414182627
6;7.774639045949787; 8.333618300383723;8.213380336898215; 7.759412414182627;8.280878997044123; 8.142216338316691
6;7.774639045949787; 8.333618300383723;8.137444344234062; 8.094365847799933;8.213380336898215; 7.759412414182627
6;7.774639045949787; 8.333618300383723;8.084711015995069; 7.986702244137227;8.137444344234062; 8.094365847799933
6;7.7219057177107935; 8.225954696721017;7.774639045949787; 8.333618300383723;8.084711015995069; 7.986702244137227
7;8.38212698726299; 8.716422224517785;8.314628327117079; 9.099226148651848;8.060916355708883; 9.006882542982268
7;8.38212698726299; 8.716422224517785;8.635838958671187; 8.808765830187365;8.314628327117079; 9.099226148651848
7;8.7033376188171; 8.425961906053303;8.38212698726299; 8.716422224517785;8.635838958671187; 8.808765830187365
7;8.356518991777763; 8.096044535481902;8.7033376188171; 8.425961906053303;8.38212698726299; 8.716422224517785
7;8.356518991777763; 8.096044535481902;8.677729623331873; 7.805584217017419;8.7033376188171; 8.425961906053303
7;8.356518991777763; 8.096044535481902;8.610230963185959; 8.188388141151481;8.677729623331873; 7.805584217017419
7;8.356518991777763; 8.096044535481902;8.289020331631852; 8.478848459615964;8.610230963185959; 8.188388141151481
7;7.747847058742504; 8.485563210343836;8.356518991777763; 8.096044535481902;8.289020331631852; 8.478848459615964
7;7.815345718888418; 8.102759286209771;7.747847058742504; 8.485563210343836;8.356518991777763; 8.096044535481902
7;7.815345718888418; 8.102759286209771;7.747847058742504; 8.485563210343836;8.069057690296612; 8.195102891879353
8;8.255271001558892; 8.670250421682997;7.854088461617876; 8.83333333333333;8.060916355708883; 9.006882542982268
8;8.042206483347387; 8.241610546559958;8.255271001558892; 8.670250421682997;7.854088461617876; 8.83333333333333
8;8.042206483347387; 8.241610546559958;8.443389023288404; 8.078527634909625;8.255271001558892; 8.670250421682997
8;8.042206483347387; 8.241610546559958;8.230324505076897; 7.6498877597865835;8.443389023288404; 8.078527634909625
8;8.042206483347387; 8.241610546559958;8.230324505076897; 7.6498877597865835;8.289827258750273; 8.012138394041447
8;7.982703729674013; 7.879359912305095;8.042206483347387; 8.241610546559958;8.230324505076897; 7.6498877597865835
9;7.719091141326054; 8.599511115702244;8.151857054513389; 8.583475816858527;7.854088461617876; 8.83333333333333
9;8.016859734221566; 8.349653599227443;7.719091141326054; 8.599511115702244;8.151857054513389; 8.583475816858527
9;8.016859734221566; 8.349653599227443;7.719091141326054; 8.599511115702244;8.0099162461436; 8.529029087161685
9;7.726034629404019; 8.420135627768001;8.016859734221566; 8.349653599227443;7.719091141326054; 8.599511115702244
9;7.726034629404019; 8.420135627768001;8.02380322229953; 8.170278111293198;8.016859734221566; 8.349653599227443
9;7.732978117481984; 8.240760139833755;7.726034629404019; 8.420135627768001;8.02380322229953; 8.170278111293198
10;7.672207064008866; 8.333618300383725;7.719091141326054; 8.599511115702244;8.084358394367477; 8.466564708042984
10;7.672207064008866; 8.333618300383725;7.8900037485174686; 8.466564708042984;7.719091141326054; 8.599511115702244
10;7.672207064008866; 8.333618300383725;7.843119671200281; 8.200671892724463;7.8900037485174686; 8.466564708042984
11;7.672207064008866; 8.333618300383725;7.719091141326054; 8.067725485065205;8.060916355708885; 8.333618300383725
12;7.719091141326054; 8.067725485065205;7.854088461617876; 7.83390326743412;8.084358394367477; 8.200671892724465
13;7.854088461617876; 7.83390326743412;8.060916355708883; 7.660354057785181;8.151857054513389; 8.083760783908922
14;8.060916355708883; 7.660354057785181;8.255271001558892; 7.996986179084453;8.314628327117079; 7.5680104521156
14;7.845024381667505; 8.349989451073247;8.060916355708883; 7.660354057785181;8.255271001558892; 7.996986179084453
14;7.845024381667505; 8.349989451073247;8.060916355708883; 7.660354057785181;8.104120685123544; 8.001078966756833
14;7.801820052252845; 8.009264542101594;7.845024381667505; 8.349989451073247;8.060916355708883; 7.660354057785181
15;8.38212698726299; 7.950814376249662;8.314628327117079; 7.5680104521156;8.584622967700724; 7.5680104521156
15;7.875887036168656; 8.142216338316691;8.38212698726299; 7.950814376249662;8.314628327117079; 7.5680104521156
15;7.875887036168656; 8.142216338316691;7.94338569631457; 8.525020262450752;8.38212698726299; 7.950814376249662
15;7.875887036168656; 8.142216338316691;8.145881676752301; 8.142216338316693;7.94338569631457; 8.525020262450752
15;7.875887036168656; 8.142216338316691;8.07838301660639; 7.759412414182634;8.145881676752301; 8.142216338316693
16;8.517124307554813; 7.950814376249663;8.584622967700724; 7.5680104521156;8.838334939108922; 7.660354057785181
16;7.975951034665462; 7.957529126977533;8.517124307554813; 7.950814376249663;8.584622967700724; 7.5680104521156
16;7.908452374519548; 8.340333051111596;7.975951034665462; 7.957529126977533;8.517124307554813; 7.950814376249663
16;7.908452374519548; 8.340333051111596;7.975951034665462; 7.957529126977533;8.22966300607366; 8.049872732647113
17;8.643980293258913; 7.996986179084453;8.838334939108922; 7.660354057785181;9.045162833199928; 7.833903267434119
17;8.133147182151896; 7.818203820436212;8.643980293258913; 7.996986179084453;8.838334939108922; 7.660354057785181
17;7.938792536301886; 8.154835941735485;8.133147182151896; 7.818203820436212;8.643980293258913; 7.996986179084453
17;7.938792536301886; 8.154835941735485;8.133147182151896; 7.818203820436212;8.339975076242903; 7.9917530300851505
17;7.938792536301886; 8.154835941735485;8.133147182151896; 7.818203820436212;8.187972467734898; 7.989136455585499
17;7.883967250718886; 7.983903306586197;7.938792536301886; 8.154835941735485;8.133147182151896; 7.818203820436212
17;7.689612604868875; 8.320535427885469;7.883967250718886; 7.983903306586197;7.938792536301886; 8.154835941735485
18;8.747394240304414; 8.083760783908922;9.045162833199928; 7.833903267434119;9.180160153491752; 8.067725485065205
18;8.328515303273008; 7.74104510688415;8.747394240304414; 8.083760783908922;9.045162833199928; 7.833903267434119
18;8.030746710377496; 7.990902623358954;8.328515303273008; 7.74104510688415;8.747394240304414; 8.083760783908922
18;8.030746710377496; 7.990902623358954;8.328515303273008; 7.74104510688415;8.463512623564833; 7.974867324515237
18;8.030746710377496; 7.990902623358954;8.321571815195043; 7.920420594818394;8.328515303273008; 7.74104510688415
18;7.871447181812792; 8.38489461349772;8.030746710377496; 7.990902623358954;8.321571815195043; 7.920420594818394
19;8.814892900450328; 8.200671892724465;9.180160153491752; 8.067725485065205;9.22704423080894; 8.333618300383725
19;8.53849111929524; 7.735359465917053;8.814892900450328; 8.200671892724465;9.180160153491752; 8.067725485065205
19;8.173223866253817; 7.868305873576313;8.53849111929524; 7.735359465917053;8.814892900450328; 8.200671892724465
19;8.173223866253817; 7.868305873576313;8.53849111929524; 7.735359465917053;8.585375196612429; 8.001252281235574
19;8.173223866253817; 7.868305873576313;8.470616344693479; 7.901542475491128;8.53849111929524; 7.735359465917053
19;7.888778077830462; 8.184053591767055;8.173223866253817; 7.868305873576313;8.470616344693479; 7.901542475491128
19;7.888778077830462; 8.184053591767055;8.173223866253817; 7.868305873576313;8.25080865836781; 7.963861104081406
19;7.81119328571647; 8.088498361261962;7.888778077830462; 8.184053591767055;8.173223866253817; 7.868305873576313
